year,month,2m_temperature,total_precipitation,surface_solar_radiation_downwards,surface_thermal_radiation_downwards,surface_net_solar_radiation,surface_net_thermal_radiation,total_cloud_cover,2m_dewpoint_temperature,soil_temperature_level_3,volumetric_soil_water_layer_3,10m_u_component_of_wind,10m_v_component_of_wind,evaporation,surface_pressure,snowfall,location_country,location_name,location_latitude,location_longitude
2015,3,297.99292,0.0017217922,18849528.0,31992344.0,15914595.0,-6274963.0,0.37169826,289.59058,296.4265,0.22824752,0.35126215,0.2283085,-0.0022828702,100776.0,0.0,India,"Uttar Banga Krishi Viswavidyalaya, West Bengal",26.4,89.38
2015,4,298.28223,0.0075989887,17771552.0,34224930.0,14805482.0,-4128851.0,0.59159166,293.5027,297.55396,0.2344923,-1.2290096,0.044154823,-0.0034100118,100467.31,0.0,India,"Uttar Banga Krishi Viswavidyalaya, West Bengal",26.4,89.38
2015,5,300.23096,0.018539883,15395978.0,36314540.0,12738501.0,-2874758.0,0.6834056,296.73364,298.80737,0.32524407,-1.3123789,0.08303231,-0.0033531145,100088.06,0.0,India,"Uttar Banga Krishi Viswavidyalaya, West Bengal",26.4,89.38
2015,6,300.87793,0.025983691,12333078.0,37626416.0,10306701.0,-1996830.0,0.8499103,298.2434,299.43213,0.4170509,-1.388874,0.014255267,-0.0030819578,99738.0,0.0,India,"Uttar Banga Krishi Viswavidyalaya, West Bengal",26.4,89.38
2015,7,302.35742,0.014724676,13938098.0,37701856.0,11889439.0,-2484672.0,0.83718336,298.9646,300.6172,0.40548342,-1.3018646,0.16762537,-0.0034925232,99603.125,0.0,India,"Uttar Banga Krishi Viswavidyalaya, West Bengal",26.4,89.38
2015,8,301.40137,0.030882392,11170679.0,37910256.0,9595652.0,-1929624.0,0.90808934,299.11377,300.98462,0.40995562,-1.1358156,0.5051279,-0.002895031,99841.56,0.0,India,"Uttar Banga Krishi Viswavidyalaya, West Bengal",26.4,89.38
2015,9,301.51562,0.017964814,12909033.0,37040144.0,11092243.0,-2730458.0,0.72503054,298.7505,300.72314,0.396685,-0.64669573,0.123909414,-0.0030797035,100115.69,0.0,India,"Uttar Banga Krishi Viswavidyalaya, West Bengal",26.4,89.38
2015,10,299.88477,0.0012744495,16131612.0,34103044.0,13808030.0,-4747064.0,0.2723654,295.63354,300.22388,0.29582506,-0.45277542,-0.45444137,-0.0031918352,100675.75,0.0,India,"Uttar Banga Krishi Viswavidyalaya, West Bengal",26.4,89.38
2015,11,295.70874,0.00028826995,13939227.0,31345568.0,11911195.0,-5586767.0,0.29324013,290.5962,297.63232,0.26636952,-0.5748434,-0.93554515,-0.0020795143,100933.19,0.0,India,"Uttar Banga Krishi Viswavidyalaya, West Bengal",26.4,89.38
2015,12,291.09644,0.00036436948,12284164.0,29152866.0,10465354.0,-5644890.0,0.23470157,286.14868,294.292,0.2788236,-0.5519217,-0.96582633,-0.0015390757,101152.81,0.0,India,"Uttar Banga Krishi Viswavidyalaya, West Bengal",26.4,89.38
2004,1,270.5271,0.0017784173,4047375.0,21817326.0,2968981.0,-3971051.0,0.7553875,267.22168,274.71387,0.30355698,0.7312026,0.1699698,-0.00028149132,97570.25,0.001037576,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2004,2,274.44092,0.0016394018,6458324.0,23287174.0,4607356.0,-3929701.0,0.7622882,270.60498,274.99976,0.32233953,1.4039421,-0.6252139,-0.00060558226,98163.06,0.0011742867,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2004,3,277.4453,0.0019328662,9461199.0,24677806.0,7698765.0,-3923783.0,0.78349495,272.86353,276.38037,0.31040996,0.2852515,-0.25951266,-0.0010901061,98473.625,0.0007163377,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2004,4,283.5454,0.0014068389,15837730.0,25862388.0,13318814.0,-5443284.0,0.610867,277.30322,280.11084,0.27707762,-0.7250264,-0.11327386,-0.002131685,97847.375,2.3064382e-07,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2004,5,286.12207,0.0017285268,19261564.0,26934112.0,15570883.0,-5788163.0,0.6387292,279.6814,283.91797,0.21432346,0.23557222,-0.63745046,-0.0024233162,97805.25,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2004,6,290.0083,0.0042156503,18725898.0,29315164.0,15107352.0,-5165368.0,0.66918,284.56494,286.97485,0.17318392,0.8283327,-0.54729116,-0.002911525,98099.94,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2004,7,292.12012,0.0017142503,18616136.0,30178782.0,15336289.0,-5549217.0,0.5833553,285.47437,289.61084,0.16295165,0.47938496,-0.8409939,-0.002402707,98078.5,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2004,8,293.17847,0.0015530521,17627276.0,30297978.0,14647984.0,-6138364.0,0.49167424,285.40576,291.98096,0.14061105,-0.08554214,-0.17835897,-0.0016184007,97896.25,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2004,9,287.70068,0.0013999185,13454366.0,27564228.0,11282367.0,-6015545.0,0.4950055,281.02637,289.70532,0.15918088,0.5337555,0.039591365,-0.001189867,98452.0,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2004,10,284.03174,0.0019374131,6777766.0,27836538.0,5774420.0,-3797068.0,0.7343727,280.6704,285.6836,0.19125986,-0.5221748,1.5815659,-0.0008051789,98055.06,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2004,11,277.79736,0.0019914834,3751034.0,25396504.0,3257815.0,-3484541.0,0.77197874,275.12476,282.16577,0.24039811,1.1870832,-0.69592845,-0.00064948155,98254.31,0.00017572682,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2004,12,273.37573,0.00072147534,2725106.0,23922530.0,2407845.0,-3129428.0,0.75295603,271.6006,276.9541,0.28013414,0.818724,1.1683302,-0.00021498244,98445.375,0.0001788929,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2005,1,273.59766,0.0018462657,3630525.0,22751974.0,3107818.0,-4191986.0,0.68299145,270.62354,275.9436,0.30553228,1.6682739,-0.11127019,-0.0003955497,98310.25,0.00065047224,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2005,2,271.02637,0.0022880505,6930857.0,21819328.0,3932980.0,-3923160.0,0.7011271,267.82715,274.19727,0.32446015,0.21953064,-0.62163097,-0.00041808095,98025.25,0.0016272969,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2005,3,275.07104,0.0007177044,13034191.0,22173956.0,9094783.0,-5365544.0,0.58791125,269.98706,275.03027,0.32664722,0.48234743,-0.5901159,-0.0011200341,98036.56,0.00032294285,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2005,4,283.35205,0.002090199,16137622.0,25225656.0,13577751.0,-5861294.0,0.5504911,276.10107,279.97852,0.27652454,-0.89265585,-1.2163486,-0.0021260383,97915.56,9.525564e-08,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2005,5,287.39722,0.0036039597,20867612.0,27075108.0,16918500.0,-6047951.0,0.52173674,281.1914,283.35645,0.23581195,0.34859854,-0.4651991,-0.003197638,98085.375,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2005,6,290.3767,0.0019024182,20932164.0,28842630.0,16900998.0,-5935345.0,0.59819055,283.65454,287.45483,0.2125566,0.4707992,-1.0408096,-0.0029785654,98205.5,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2005,7,292.47534,0.0057410486,17697712.0,30994268.0,14603846.0,-4681169.0,0.6187175,287.10645,289.73804,0.19055933,0.38212812,-0.5318164,-0.003233078,97924.5,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2005,8,290.60083,0.0043113343,15545285.0,29825268.0,12890342.0,-4947796.0,0.62729365,285.57812,290.27588,0.2044183,0.025223073,-1.3867626,-0.0026411312,98045.625,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2005,9,288.66968,0.0016374609,12291668.0,28588804.0,10313861.0,-5139950.0,0.5062885,283.6599,289.47754,0.21349424,-0.6618603,-0.13236588,-0.0017225337,98375.25,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2005,10,283.22876,0.00038122083,8323334.0,26199944.0,7108457.0,-4963610.0,0.5818812,279.4751,285.38306,0.2376191,-0.7135155,0.337992,-0.000869805,98784.0,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2005,11,276.20752,0.0015036014,4056994.0,24814668.0,3338185.0,-3423328.0,0.7718467,273.83154,281.04395,0.22938788,0.33220762,0.72033083,-0.0003320675,98295.56,0.00084986025,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2005,12,272.43774,0.0022392336,2654499.0,23426448.0,1956503.0,-3103939.0,0.7760886,270.40796,276.42822,0.26369345,1.4967852,-0.42046666,-0.00027288985,97972.625,0.0012594629,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2006,1,266.86206,0.0015939656,4396966.0,21379508.0,2031150.0,-2883941.0,0.67048645,264.5205,274.88428,0.28778785,-0.28629684,-0.42028475,-0.00015785053,99050.06,0.0013594062,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2006,2,270.5127,0.0017094808,6958461.0,22249958.0,3931100.0,-3470488.0,0.7961357,268.07104,273.75903,0.2983672,0.16498119,-0.3888647,-0.0002696747,97855.625,0.0010674533,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2006,3,274.5515,0.002438515,10114650.0,23480194.0,6829097.0,-3879134.0,0.733118,271.06836,274.0442,0.32297754,0.30232096,-0.6653866,-0.0008315637,97524.56,0.00090506393,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2006,4,283.22632,0.0029366214,15766949.0,25796152.0,13261507.0,-5324009.0,0.6379009,277.52124,279.37207,0.3501048,0.21356231,-1.0875988,-0.0023225893,97801.94,2.2846201e-05,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2006,5,286.92505,0.0029019164,19119944.0,27344594.0,15478221.0,-5493357.0,0.5897296,281.17236,283.61865,0.32421905,0.37814617,-0.1301446,-0.0031340325,98081.125,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2006,6,291.04272,0.0040238835,21067898.0,29583748.0,17019068.0,-5381216.0,0.5407402,285.37988,286.6311,0.2853613,-0.49616718,-1.6019268,-0.003636501,98380.56,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2006,7,295.80225,0.0011144234,23092860.0,30934376.0,19107288.0,-6616328.0,0.3580199,286.875,291.99146,0.23119354,-0.6229843,-1.2174892,-0.0034225665,98400.31,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2006,8,289.8933,0.004573647,14326293.0,29779212.0,11885390.0,-4689027.0,0.661453,285.5869,291.09644,0.21123165,1.5677052,-0.21395111,-0.0025009136,97517.06,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2006,9,290.01758,0.00057101273,14366796.0,28664854.0,12072048.0,-5724650.0,0.39344054,284.30762,289.70874,0.21623588,-0.60750014,0.48352647,-0.0018774706,98285.69,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2006,10,284.76904,0.0006516436,8877516.0,26498088.0,7580450.0,-5364148.0,0.53277373,280.16968,287.1128,0.21826082,-0.02053319,1.137414,-0.0008005728,98192.5,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2006,11,279.95898,0.0015455144,3411360.0,26825026.0,2922484.0,-2942181.0,0.79313564,277.46216,282.4209,0.22627056,1.488287,0.43497276,-0.00050650793,98249.625,7.2415976e-05,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2006,12,275.85742,0.000798044,2607393.0,25188080.0,2280661.0,-2935513.0,0.76513964,274.04834,279.85083,0.2513969,0.56682914,1.230113,-0.00026025716,99042.81,0.0002549619,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2007,1,276.6765,0.0019458644,3339117.0,24484342.0,2498394.0,-3576248.0,0.735309,273.62207,277.5984,0.27509582,2.5693378,0.61998606,-0.0005197148,98050.94,0.00085040834,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2007,2,276.6682,0.0013869395,5755625.0,24952206.0,4973315.0,-3481731.0,0.7976876,273.833,277.375,0.29941535,0.6167487,0.5349851,-0.0006456787,97737.375,0.0004494635,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2007,3,279.4453,0.0021257214,10556098.0,24314340.0,9033676.0,-5088869.0,0.5608983,274.68237,278.4331,0.3069144,-0.11005652,-0.40138787,-0.0013410642,98035.44,0.00074640196,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2007,4,284.56958,0.00012838819,19908280.0,24312150.0,16762396.0,-7672164.0,0.26642978,275.0349,281.83887,0.25217152,-0.05731465,-1.59412,-0.0018671337,98482.125,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2007,5,288.95142,0.0025445428,19926800.0,28263790.0,16181077.0,-5892426.0,0.5184705,282.08667,285.9856,0.2159931,-0.1806398,-0.010355987,-0.0027129422,97664.94,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2007,6,292.63403,0.0037068399,20910446.0,30190818.0,16903960.0,-5704764.0,0.5489697,286.2937,290.0901,0.17468303,0.22317952,-0.24141306,-0.0032489917,97796.19,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2007,7,293.51172,0.0019353435,20595288.0,30355558.0,17009088.0,-6139885.0,0.48668373,285.55298,291.59668,0.16158485,1.407733,-0.15140873,-0.0027506896,97819.125,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2007,8,292.9336,0.0028084938,17546558.0,30631724.0,14576823.0,-5625078.0,0.53164935,285.73584,292.79492,0.15724224,-0.10474479,-0.50999904,-0.002248201,97951.0,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2007,9,285.97998,0.005095601,11262628.0,27707656.0,9449470.0,-4766149.0,0.5641119,281.76245,288.52002,0.2388745,0.75875705,-0.4612949,-0.0018216765,98212.125,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2007,10,281.52197,0.0012933344,6795394.0,27034310.0,5783134.0,-3586648.0,0.7029054,278.59497,284.67383,0.27223235,-0.57003534,-1.1273746,-0.00092851557,98721.69,3.7799065e-05,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2007,11,275.6306,0.0020584143,3696294.0,24365508.0,2942902.0,-3497097.0,0.74802613,273.3623,280.17896,0.29350233,1.4321537,-0.21989018,-0.0005044376,98084.81,0.0009266394,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2007,12,272.43506,0.0009979182,2714700.0,23645220.0,2366319.0,-3125919.0,0.8038681,270.6145,276.81934,0.32695258,0.23529267,0.3021096,-0.0002516976,98807.19,0.00011654908,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2008,1,275.00513,0.0010558267,3236629.0,24564422.0,2741994.0,-3018520.0,0.8132674,272.48633,274.97803,0.33083022,0.6031731,1.6454792,-0.00035734102,98549.75,0.00025062333,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2008,2,276.0581,0.00053595915,6652924.0,23296466.0,5821184.0,-4663116.0,0.6006616,272.1875,275.74292,0.33429497,1.0342607,0.19706947,-0.00059623295,99019.5,2.5522007e-05,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2008,3,277.61694,0.0020116707,11259065.0,23270912.0,9637615.0,-5442888.0,0.61579025,273.05713,277.02808,0.33731598,1.6864281,0.43207204,-0.0014161421,97104.94,0.0002589696,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2008,4,282.60254,0.0018518588,15216270.0,25660800.0,12776165.0,-5243694.0,0.5962709,277.36133,279.82202,0.3151961,-0.47780645,-0.5573238,-0.0021767323,97527.19,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2008,5,287.77686,0.0019970948,19397332.0,27781132.0,15743087.0,-5602780.0,0.49130565,282.04028,283.9934,0.25402313,-1.0188818,-1.5283461,-0.0028414624,98079.625,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2008,6,292.2622,0.0024105127,21177360.0,29864188.0,17136348.0,-5789846.0,0.55321133,285.48218,288.7002,0.20390266,-0.20751894,-0.8223053,-0.0031982497,98042.125,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2008,7,292.71533,0.0029588654,19645040.0,30387280.0,16211630.0,-5551605.0,0.55678207,285.7976,290.76245,0.1719529,0.26357937,-1.2772999,-0.0030986085,97982.25,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2008,8,292.52417,0.0034494668,17158032.0,30268672.0,14250668.0,-5571929.0,0.49788535,285.62085,291.94287,0.15568727,0.69520223,0.24141854,-0.0023642771,97965.19,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2008,9,286.94604,0.0019713605,11461922.0,28455652.0,9613158.0,-4703834.0,0.64348435,281.76025,289.3518,0.16680437,-0.6834538,-1.5440502,-0.001430612,98244.625,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2008,10,282.97876,0.0014668268,6571610.0,27416564.0,5606143.0,-3825922.0,0.687837,280.2246,285.23706,0.19572735,0.4758675,1.0487089,-0.0008155459,98312.31,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2008,11,279.59253,0.001190745,3576364.0,26183676.0,3091226.0,-3447630.0,0.7896816,276.7793,282.76636,0.2176562,0.44969177,1.8213434,-0.00051238504,97981.75,0.00019110431,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2008,12,275.06348,0.0011552933,2630368.0,24230402.0,2336448.0,-3432118.0,0.761656,272.51465,278.47998,0.24856168,0.017878823,0.6197355,-0.00039066747,98356.375,7.476722e-05,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2009,1,269.7041,0.0012016245,3657699.0,22757964.0,2381704.0,-2751207.0,0.78095984,267.92383,274.2749,0.2945516,-0.15100974,-0.35497653,-0.00013328616,98112.06,0.0008233853,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2009,2,273.14062,0.0023572822,5552060.0,24194576.0,3219726.0,-2716518.0,0.9108849,270.7771,274.65137,0.32391113,0.700978,-0.23842978,-0.00044495403,97651.125,0.0014241182,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2009,3,277.50488,0.003178197,8678649.0,25220082.0,7405131.0,-3554956.0,0.82113653,274.05737,276.32178,0.36657006,0.9950901,-0.9176635,-0.001205965,97667.875,0.00021290517,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2009,4,286.42798,0.00048559275,19936086.0,25164224.0,16811234.0,-7264683.0,0.25858486,278.14014,281.72705,0.33132035,-1.4303322,-0.26005876,-0.0026771242,98031.875,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2009,5,287.73975,0.0023358495,18558940.0,27750002.0,15036227.0,-5638765.0,0.584117,281.4768,285.0952,0.2529611,0.13237923,-1.0817862,-0.0026098809,98335.19,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2009,6,289.5625,0.0038606303,18207742.0,29509408.0,14677863.0,-4838166.0,0.67397004,284.54053,286.9204,0.23516339,0.31801778,-1.4467545,-0.002921457,97883.81,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2009,7,293.3435,0.0026205815,22028736.0,30242708.0,18204892.0,-5861191.0,0.46523517,287.17017,290.6604,0.23076892,0.81366616,-0.25435984,-0.003834517,98021.75,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2009,8,293.9795,0.0017289666,18321352.0,30429500.0,15227197.0,-6176081.0,0.42343897,285.6985,292.58325,0.16922152,-0.25783062,-0.6025762,-0.0020467727,98302.875,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2009,9,289.91748,0.0011037213,12574426.0,29118984.0,10563015.0,-5371216.0,0.5313861,283.9834,290.95972,0.1584186,-0.22636324,-0.7681938,-0.0012812882,98484.625,0.0,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2009,10,281.87378,0.0016801767,6181065.0,27235164.0,5270468.0,-3537038.0,0.78177476,278.448,286.13892,0.16826034,0.98263323,-0.7424127,-0.0007877874,98097.875,5.9044643e-05,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2009,11,279.0254,0.00168898,3897241.0,26135504.0,3403092.0,-3199911.0,0.8150168,277.03052,281.63184,0.20303637,0.28959602,1.6432476,-0.0004732802,97777.69,0.00038683857,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2009,12,273.23218,0.0019722132,2460037.0,24152084.0,1973526.0,-2847873.0,0.83923024,270.90894,277.8745,0.24958771,-0.25440753,0.20486963,-0.00023957576,97423.56,0.00035385392,Czech Republic,"Ivanovice na Hane, Research station of the Research Institute of Plant Production",49.31,17.09
2011,1,267.8562,0.0008501257,9139206.0,20169608.0,4974079.0,-4795213.0,0.512155,263.39624,274.13184,0.2648661,1.3572588,-1.2769289,-0.00029384298,93654.0,0.00080282986,USA,"Holdrege, Nebraska",40.43,-99.38
2011,2,270.43457,0.000964266,13036017.0,20192474.0,9395848.0,-6099574.0,0.4441378,263.4297,273.8601,0.27115816,0.9435753,-0.96838844,-0.0005229146,93616.81,0.00064973766,USA,"Holdrege, Nebraska",40.43,-99.38
2011,3,276.89526,0.0009936991,15342888.0,23619910.0,11932653.0,-5422687.0,0.62570554,271.19653,275.40918,0.2817999,-0.7269773,0.06262308,-0.00096013,93591.5,0.0006317089,USA,"Holdrege, Nebraska",40.43,-99.38
2011,4,283.1162,0.0025671534,19270932.0,25714008.0,15478322.0,-5964694.0,0.6118337,274.96777,280.75244,0.27358913,0.003852045,-1.1764383,-0.002212506,92914.44,4.5114284e-05,USA,"Holdrege, Nebraska",40.43,-99.38
2011,5,288.01855,0.0063615963,21548684.0,27877192.0,17317472.0,-6083125.0,0.57647884,279.7981,284.89087,0.26981556,-0.84373444,0.10362673,-0.0031502831,93040.375,0.0,USA,"Holdrege, Nebraska",40.43,-99.38
2011,6,295.23853,0.0014965029,25921800.0,31210708.0,20914378.0,-6274510.0,0.46160752,287.41357,290.93848,0.300016,-1.3379154,0.4493667,-0.0046111643,93086.44,0.0,USA,"Holdrege, Nebraska",40.43,-99.38
2011,7,299.85913,0.0024711157,25359488.0,34199788.0,20525160.0,-5580143.0,0.4361639,292.53345,296.07788,0.26110065,-1.4101238,1.8863459,-0.0050166585,93343.375,0.0,USA,"Holdrege, Nebraska",40.43,-99.38
2011,8,297.34888,0.0029304398,21717780.0,33162824.0,17577830.0,-5340313.0,0.39208156,291.83252,296.83936,0.24412346,-1.6350794,0.89398694,-0.0040204935,93393.0,0.0,USA,"Holdrege, Nebraska",40.43,-99.38
2011,9,290.3723,0.00071539264,17755278.0,28459816.0,14515248.0,-6784946.0,0.36513942,280.99365,294.10205,0.22301501,-0.8419866,-0.019541692,-0.001989466,93800.69,0.0,USA,"Holdrege, Nebraska",40.43,-99.38
2011,10,285.55176,0.0033814795,13560289.0,25712166.0,11122867.0,-6955172.0,0.33802992,276.70728,290.25317,0.20980251,0.19463032,1.2668676,-0.0013858399,93576.375,0.0,USA,"Holdrege, Nebraska",40.43,-99.38
2011,11,277.00537,0.0006851747,9950140.0,21814260.0,8127066.0,-6949704.0,0.33381015,268.44482,283.00293,0.21538627,0.7937551,-0.11347312,-0.0007330829,93470.56,0.00018433417,USA,"Holdrege, Nebraska",40.43,-99.38
2011,12,271.06787,0.0010346954,7607218.0,20823602.0,4856183.0,-5228160.0,0.3977415,266.33154,276.71924,0.22486645,1.2974348,-0.5176864,-0.00015841739,93895.875,0.0006497018,USA,"Holdrege, Nebraska",40.43,-99.38
2012,1,272.58276,0.00019661385,9965352.0,20122808.0,8114824.0,-6687401.0,0.3100747,264.07666,274.7661,0.24760222,1.7271395,-0.9520466,-0.00030477578,93589.875,8.400431e-05,USA,"Holdrege, Nebraska",40.43,-99.38
2012,2,272.70044,0.0011806316,12798321.0,21078996.0,9309337.0,-5848710.0,0.48135996,266.51538,273.88745,0.25205433,0.96094334,-0.29310358,-0.00047209742,93678.19,0.0005899393,USA,"Holdrege, Nebraska",40.43,-99.38
2012,3,284.7583,0.0007099032,17487586.0,25082216.0,14186800.0,-7069488.0,0.371431,275.3982,279.25317,0.23955172,0.08918542,1.5303183,-0.0015651223,93152.56,0.0,USA,"Holdrege, Nebraska",40.43,-99.38
2012,4,286.50073,0.002570496,19304476.0,26982448.0,15555983.0,-6317690.0,0.514491,278.13574,284.76636,0.21353841,-0.5653965,0.34551764,-0.0021585815,93314.19,0.0,USA,"Holdrege, Nebraska",40.43,-99.38
2012,5,292.12207,0.0025141696,25383848.0,28649328.0,20433610.0,-7414814.0,0.37877995,281.7224,289.1958,0.20824027,-0.76636606,0.6968777,-0.00317624,93278.56,0.0,USA,"Holdrege, Nebraska",40.43,-99.38
2012,6,298.08154,0.00082952715,27656364.0,31459372.0,22337486.0,-7627705.0,0.36011976,286.67017,293.82568,0.19836003,-1.3604603,2.9179134,-0.0037525059,93152.625,0.0,USA,"Holdrege, Nebraska",40.43,-99.38
2012,7,301.4436,0.00020502365,27155396.0,33217558.0,21981980.0,-7608980.0,0.29106045,288.30054,298.86694,0.219387,-1.245204,2.3181477,-0.0041165985,93499.0,0.0,USA,"Holdrege, Nebraska",40.43,-99.38
2012,8,296.47144,0.0021723246,23836668.0,31194068.0,19280964.0,-7161420.0,0.32939202,286.6985,298.14258,0.20252126,-0.5209039,1.5947704,-0.0033001637,93584.81,0.0,USA,"Holdrege, Nebraska",40.43,-99.38
